pt_part,pt_um,pt_prod_line,pt_part_type
RC20X001V,PC,RFC,RM
RC20X003V,PC,RFC,RM
RC20X004V,PC,RFC,RM
RC20X005V,PC,IK,RM
RC20X1320V,PC,RFC,RM
RC20X1351V,PC,RFC,RM
RC20X1551V,PC,RFC,RM
RC20X1851V,PC,RFC,RM
RC20X2250V,PC,RFC,RM
RC20X2674V,PC,RFC,RM
RC20X2874V,PC,RFC,RM
RC20X3174V,PC,RFC,RM
RC20X3374V,PC,RFC,RM
RC20X3674V,PC,RFC,RM
RC20X4515V,PC,RFC,RM
RC20X6280V,PC,RFC,RM
RC21X002V,mm,RFC,RM
RC21X003V,mm,RFC,RM
RC21X004V,mm,RFC,RM
RC21X005V,mm,RFC,RM
RC25X004V,PC,RFC,RM
RC25XG910V,PC,RFC,RM
RC26C1233V-1,PC,RFC,RM
RC26C1242V-1,PC,RFC,RM
RC26E1233V,PC,RFC,RM
RC26E1233V-1,PC,RFC,RM
RC26E1233V-2,PC,RFC,RM
RC26E1242V,PC,RFC,RM
RC26E1242V-1,PC,RFC,RM
RC26E1242V-2,PC,RFC,RM
RC26E1432V,PC,RFC,RM
RC26E1432V-1,PC,RFC,RM
RC26E1432V-2,PC,RFC,RM
RC26E1433V,PC,RFC,RM
RC26E1433V-1,PC,RFC,RM
RC26E1433V-2,PC,RFC,RM
RC26E1613V,PC,RFC,RM
RC26E1622V,PC,RFC,RM
RC26E211V,PC,RFC,RM
RC26E211V-01,PC,RFC,RM
RC26E411V,PC,RFC,RM
RC26E411V-01,PC,RFC,RM
RC26E511V-01,PC,RFC,RM
RC26E542V-01,PC,RFC,RM
RC26E563V-01,PC,RFC,RM
RC26E611V,PC,RFC,RM
RC26J614V,PC,RFC,RM
RC30P5,PC,RFS,WIP
RC30P5SU,PC,RFS,WIP
RC30P6,m,RFS,WIP
RC30P6SU,PC,RFS,WIP
RC30X701V,PC,RFC,RM
RC30X702V,PC,RFC,RM
RC30X703V,PC,RFC,RM
RC30X704V,PC,RFC,RM
RC30X706V,PC,RFC,RM
RC32X301V,PC,RFC,RM
RC32X302V,PC,RFC,RM
RC32X303V,PC,RFC,RM
RC32X304V,PC,RFC,RM
RC32X306V,PC,RFC,RM
RC32X501V,PC,RFC,RM
RC32X502V,PC,RFC,RM
RC32X503V,PC,RFC,RM
RC32X504V,PC,RFC,RM
RC32X506V,PC,RFC,RM
RC34C1401V-2,PC,RFC,RM
RC34E1106V,PC,RFC,RM
RC34E1401V,PC,RFC,RM
RC34E1401V-2,PC,RFC,RM
RC34E1404V,PC,RFC,RM
RC34E1404V-2,PC,RFC,RM
RC34E1404V-3,PC,RFC,RM
RC34E515V-01,PC,RFC,RM
RC36X7011V,PC,RFC,RM
RC36X7011V-1,PC,RFC,RM
RC36X7011V-2,PC,RFC,RM
RC36X7021V,PC,RFC,RM
RC36X7021V-1,PC,RFC,RM
RC36X7021V-2,PC,RFC,RM
RC36X7031V,PC,RFC,RM
RC36X7031V-1,PC,RFC,RM
RC36X7031V-2,PC,RFC,RM
RC36X7032V,PC,RFC,RM
RC36X7032V-1,PC,RFC,RM
RC36X7032V-2,PC,RFC,RM
RC36X7041V,PC,RFC,RM
RC36X7041V-1,PC,RFC,RM
RC36X7041V-2,PC,RFC,RM
RC36X7061V,PC,RFC,RM
RC36X7061V-1,PC,RFC,RM
RC36X7061V-2,PC,RFC,RM
RC37X001V,PC,RFC,RM
RC37X1011V,PC,RFC,RM
RC37X1021V,PC,RFC,RM
RC37X1031V,PC,RFC,RM
RC37X1032V,PC,RFC,RM
RC37X1041V,PC,RFC,RM
RC37X1061V,PC,RFC,RM
RC50GL4L,m,RFS,WIP
RC50GL4LSU,m,RFS,WIP
RC50GL4M,m,RFS,WIP
RC50GL4MSU,m,RFS,WIP
RC50GL4S,m,RFS,WIP
RC50GL4SSU,m,RFS,WIP
RC50GL5L,m,RFS,WIP
RC50GL5LSU,m,RFS,WIP
RC50GL5M,m,RFS,WIP
RC50GL5MSU,m,RFS,WIP
RC50GL5S,m,RFS,WIP
RC50GL5SSU,m,RFS,WIP
RC50OT4D,m,RFS,WIP
RC50OT4DSU,m,RFS,WIP
RC50OT4L,m,RFS,WIP
RC50OT4LSU,m,RFS,WIP
RC50OT4M,m,RFS,WIP
RC50OT4MSU,m,RFS,WIP
RC50OT5,m,RFS,WIP
RC50OT5D,m,RFS,WIP
RC50OT5DSU,m,RFS,WIP
RC50OT5L,m,RFS,WIP
RC50OT5LSU,m,RFS,WIP
RC50OT5M,m,RFS,WIP
RC50OT5MSU,m,RFS,WIP
RC50OT5SU,m,RFS,WIP
RC50OT6,m,RFS,WIP
RC50OT6D,m,RFS,WIP
RC50OT6DSU,m,RFS,WIP
RC50OT6L,m,RFS,WIP
RC50OT6LSU,m,RFS,WIP
RC50OT6M,m,RFS,WIP
RC50OT6MSU,m,RFS,WIP
RC50OT6SU,m,RFS,WIP
RC50P533,PC,RFS,WIP
RC50P535,PC,RFS,WIP
RC50P540,PC,RFS,WIP
RC50P570,PC,RFS,WIP
RC50P633,PC,RFS,WIP
RC50X5DL,m,RFS,WIP
RC50X5DLSU,m,RFS,WIP
RC50X5DM,m,RFS,WIP
RC50X5DMSU,m,RFS,WIP
RC50X5DS,m,RFS,WIP
RC50X5DSSU,m,RFS,WIP
RC50X5SL,m,RFS,WIP
RC50X5SLSU,m,RFS,WIP
RC50X5SM,m,RFS,WIP
RC50X5SMSU,m,RFS,WIP
RC50X5SS,m,RFS,WIP
RC50X5SSSU,m,RFS,WIP
RC5504DGL4L,G,RFS,WIP
RC5504DGL4M,G,RFS,WIP
RC5504DGL4S,G,RFS,WIP
RC5504DOT4D,G,RFS,WIP
RC5504DOT4L,G,RFS,WIP
RC5504DOT4M,G,RFS,WIP
RC5505DGL5L,G,RFS,WIP
RC5505DGL5M,G,RFS,WIP
RC5505DGL5S,G,RFS,WIP
RC5505DOT5,G,RFS,WIP
RC5505DOT5D,G,RFS,WIP
RC5505DOT5L,G,RFS,WIP
RC5505DOT5M,G,RFS,WIP
RC5505DOT6,G,RFS,WIP
RC5505DOT6D,G,RFS,WIP
RC5505DOT6L,G,RFS,WIP
RC5505DOT6M,G,RFS,WIP
RC5505DXL,G,RFS,WIP
RC5505DXM,G,RFS,WIP
RC5505DXS,G,RFS,WIP
RC5505SXL,G,RFS,WIP
RC5505SXM,G,RFS,WIP
RC5505SXS,G,RFS,WIP
RC55WIN04W,G,RFS,WIP
RC55WIN05W,G,RFS,WIP
RC55WIN05WS,G,RFS,WIP
RC60GL4L,m,RFS,WIP
RC60GL4LSU,m,RFS,WIP
RC60GL4M,m,RFS,WIP
RC60GL4MSU,m,RFS,WIP
RC60GL4S,m,RFS,WIP
RC60GL4SSU,m,RFS,WIP
RC60GL5L,m,RFS,WIP
RC60GL5LSU,m,RFS,WIP
RC60GL5M,m,RFS,WIP
RC60GL5MSU,m,RFS,WIP
RC60GL5S,m,RFS,WIP
RC60GL5SSU,m,RFS,WIP
RC60OT4D,m,RFS,WIP
RC60OT4DSU,m,RFS,WIP
RC60OT4L,m,RFS,WIP
RC60OT4LSU,m,RFS,WIP
RC60OT4M,m,RFS,WIP
RC60OT4MSU,m,RFS,WIP
RC60OT5,m,RFS,WIP
RC60OT5D,m,RFS,WIP
RC60OT5DSU,m,RFS,WIP
RC60OT5L,m,RFS,WIP
RC60OT5LSU,m,RFS,WIP
RC60OT5M,m,RFS,WIP
RC60OT5MSU,m,RFS,WIP
RC60OT5SU,m,RFS,WIP
RC60OT6,m,RFS,WIP
RC60OT6D,m,RFS,WIP
RC60OT6DSU,m,RFS,WIP
RC60OT6L,m,RFS,WIP
RC60OT6LSU,m,RFS,WIP
RC60OT6M,m,RFS,WIP
RC60OT6MSU,m,RFS,WIP
RC60OT6SU,m,RFS,WIP
RC60P533,PC,RFS,WIP
RC60P535,PC,RFS,WIP
RC60P540,PC,RFS,WIP
RC60P570,PC,RFS,WIP
RC60P633,PC,RFS,WIP
RC60X5DL,m,RFS,WIP
RC60X5DLSU,m,RFS,WIP
RC60X5DM,m,RFS,WIP
RC60X5DMSU,m,RFS,WIP
RC60X5DS,m,RFS,WIP
RC60X5DSSU,m,RFS,WIP
RC60X5SL,m,RFS,WIP
RC60X5SLSU,m,RFS,WIP
RC60X5SM,m,RFS,WIP
RC60X5SMSU,m,RFS,WIP
RC60X5SS,m,RFS,WIP
RC60X5SSSU,m,RFS,WIP
RC63GL4L,m,RFS,WIP
RC63GL4M,m,RFS,WIP
RC63GL4S,m,RFS,WIP
RC64GL4LSU,m,RFS,WIP
RC64GL4MSU,m,RFS,WIP
RC64GL4SSU,m,RFS,WIP
RC64OT4D,m,RFS,WIP
RC64OT4DSU,m,RFS,WIP
RC64OT4LSU,m,RFS,WIP
RC64OT4MSU,m,RFS,WIP
RC65GL4L,m,RFS,WIP
RC65GL4M,m,RFS,WIP
RC65GL4S,m,RFS,WIP
RC65GL5L,m,RFS,WIP
RC65GL5LSU,m,RFS,WIP
RC65GL5M,m,RFS,WIP
RC65GL5MSU,m,RFS,WIP
RC65GL5S,m,RFS,WIP
RC65GL5SSU,m,RFS,WIP
RC65OT4L,m,RFS,WIP
RC65OT4M,m,RFS,WIP
RC65OT5,m,RFS,WIP
RC65OT5D,m,RFS,WIP
RC65OT5DSU,m,RFS,WIP
RC65OT5L,m,RFS,WIP
RC65OT5LSU,m,RFS,WIP
RC65OT5M,m,RFS,WIP
RC65OT5MSU,m,RFS,WIP
RC65OT5SU,m,RFS,WIP
RC65OT6,m,RFS,WIP
RC65OT6D,m,RFS,WIP
RC65OT6DSU,m,RFS,WIP
RC65OT6L,m,RFS,WIP
RC65OT6LSU,m,RFS,WIP
RC65OT6M,m,RFS,WIP
RC65OT6MSU,m,RFS,WIP
RC65OT6SU,m,RFS,WIP
RC65X5DL,m,RFS,WIP
RC65X5DLSU,m,RFS,WIP
RC65X5DM,m,RFS,WIP
RC65X5DMSU,m,RFS,WIP
RC65X5DS,m,RFS,WIP
RC65X5DSSU,m,RFS,WIP
RC65X5SL,m,RFS,WIP
RC65X5SLSU,m,RFS,WIP
RC65X5SM,m,RFS,WIP
RC65X5SMSU,m,RFS,WIP
RC65X5SS,m,RFS,WIP
RC65X5SSSU,m,RFS,WIP
RC66X5DL,m,RFS,WIP
RC66X5DLSU,m,RFS,WIP
RC66X5DM,m,RFS,WIP
RC66X5DMSU,m,RFS,WIP
RC66X5DS,m,RFS,WIP
RC66X5DSSU,m,RFS,WIP
RC66X5SL,m,RFS,WIP
RC66X5SLSU,m,RFS,WIP
RC66X5SM,m,RFS,WIP
RC66X5SMSU,m,RFS,WIP
RC66X5SS,m,RFS,WIP
RC66X5SSSU,m,RFS,WIP
RC67X5DL,m,RFS,WIP
RC67X5DLSU,m,RFS,WIP
RC67X5DM,m,RFS,WIP
RC67X5DMSU,m,RFS,WIP
RC67X5DS,m,RFS,WIP
RC67X5DSSU,m,RFS,WIP
RC67X5SL,m,RFS,WIP
RC67X5SLSU,m,RFS,WIP
RC67X5SM,m,RFS,WIP
RC67X5SMSU,m,RFS,WIP
RC67X5SS,m,RFS,WIP
RC67X5SSSU,m,RFS,WIP
RC68GL4LSU,m,RFS,WIP
RC68GL4MSU,m,RFS,WIP
RC68GL4SSU,m,RFS,WIP
RC68OT4D,m,RFS,WIP
RC68OT4DSU,m,RFS,WIP
RC68OT4L,m,RFS,WIP
RC68OT4LSU,m,RFS,WIP
RC68OT4M,m,RFS,WIP
RC68OT4MSU,m,RFS,WIP
RC70A40R0L68,PC,RFC,WIP
RC70A40R0L6G,PC,RFC,WIP
RC70A40R0LFG,PC,RFC,WIP
RC70A4JA0M08,PC,RFC,WIP
RC70A4JR0L07,PC,RFC,WIP
RC70A4JR0L08,PC,RFC,WIP
RC70A4JR0L0G,PC,RFC,WIP
RC70A5JA0M08,PC,RFC,WIP
RC70A5JR0L07,PC,RFC,WIP
RC70A5JR0L0G,PC,RFC,WIP
RC70B6JA0M00,PC,RFC,WIP
RC70C40R0L41,PC,RFC,WIP
RC70C40R0L61,PC,RFC,WIP
RC70C40R0L68,PC,RFC,WIP
RC70C6PB141,PC,RFC,WIP
RC70C6PB161,PC,RFC,WIP
RC70GL4L,m,RFS,WIP
RC70GL4LSU,m,RFS,WIP
RC70GL4M,m,RFS,WIP
RC70GL4MSU,m,RFS,WIP
RC70GL4S,m,RFS,WIP
RC70GL4SSU,m,RFS,WIP
RC70GL5L,m,RFS,WIP
RC70GL5LSU,m,RFS,WIP
RC70GL5M,m,RFS,WIP
RC70GL5MSU,m,RFS,WIP
RC70GL5S,m,RFS,WIP
RC70GL5SSU,m,RFS,WIP
RC70GOT4L,m,RFS,WIP
RC70GOT4M,m,RFS,WIP
RC70GOT5,m,RFS,WIP
RC70GOT5L,m,RFS,WIP
RC70GOT5LSU,m,RFS,WIP
RC70GOT5M,m,RFS,WIP
RC70GOT5MSU,m,RFS,WIP
RC70GOT5SU,m,RFS,WIP
RC70GOT6,m,RFS,WIP
RC70GOT6M,m,RFS,WIP
RC70GOT6MSU,m,RFS,WIP
RC70GOT6SU,m,RFS,WIP
RC70H40R0L09,PC,RFC,WIP
RC70H40R0L41,PC,RFC,WIP
RC70H40R0L61,PC,RFC,WIP
RC70H40R0L68,PC,RFC,WIP
RC70H40R0L69,PC,RFC,WIP
RC70H40R0L6G,PC,RFC,WIP
RC70H40R0LF1,PC,RFC,WIP
RC70H40R0LFG,PC,RFC,WIP
RC70H4JA0L01,PC,RFC,WIP
RC70H4JA0M00,PC,RFC,WIP
RC70H4JA0M08,PC,RFC,WIP
RC70H4JR0L00,PC,RFC,WIP
RC70H4JR0L01,PC,RFC,WIP
RC70H4JR0L07,PC,RFC,WIP
RC70H4JR0L08,PC,RFC,WIP
RC70H4JR0L0G,PC,RFC,WIP
RC70H50JA0MH,PC,RFC,WIP
RC70H50JA0MK,PC,RFC,WIP
RC70H5JA0L01,PC,RFC,WIP
RC70H5JA0M00,PC,RFC,WIP
RC70H5JA0M08,PC,RFC,WIP
RC70H5JA0M10,PC,RFC,WIP
RC70H5JA0M1J,PC,RFC,WIP
RC70H5JA0R01,PC,RFC,WIP
RC70H5JR0L00,PC,RFC,WIP
RC70H5JR0L07,PC,RFC,WIP
RC70H5JR0L08,PC,RFC,WIP
RC70H5JR0L0G,PC,RFC,WIP
RC70H5PB141,PC,RFC,WIP
RC70H5PB161,PC,RFC,WIP
RC70H5PB168,PC,RFC,WIP
RC70H5PB16G,PC,RFC,WIP
RC70H5PP200,PC,RFC,WIP
RC70H5PP300,PC,RFC,WIP
RC70H5PP400,PC,RFC,WIP
RC70H6JA0M00,PC,RFC,WIP
RC70H6PB141,PC,RFC,WIP
RC70H6PB161,PC,RFC,WIP
RC70HG4LLV,PC,RFC,RM
RC70HG4MV,PC,RFC,RM
RC70HG6MV,PC,RFC,RM
RC70HG6V,PC,RFC,RM
RC70HT4LLV,PC,RFC,RM
RC70HT4MV,PC,RFC,RM
RC70HT5MV,PC,RFC,RM
RC70HT5V,PC,RFC,RM
RC70HT6MV,PC,RFC,RM
RC70HT6V,PC,RFC,RM
RC70K40R0L09,PC,RFC,WIP
RC70K40R0L41,PC,RFC,WIP
RC70K40R0L61,PC,RFC,WIP
RC70K40R0L68,PC,RFC,WIP
RC70K40R0L69,PC,RFC,WIP
RC70K40R0L6G,PC,RFC,WIP
RC70K40R0LF1,PC,RFC,WIP
RC70K40R0LFG,PC,RFC,WIP
RC70K4JA0L01,PC,RFC,WIP
RC70K4JA0M00,PC,RFC,WIP
RC70K4JA0M08,PC,RFC,WIP
RC70K4JR0L00,PC,RFC,WIP
RC70K4JR0L01,PC,RFC,WIP
RC70K4JR0L07,PC,RFC,WIP
RC70K4JR0L08,PC,RFC,WIP
RC70K4JR0L0G,PC,RFC,WIP
RC70K5JA0L01,PC,RFC,WIP
RC70K5JA0M00,PC,RFC,WIP
RC70K5JA0M08,PC,RFC,WIP
RC70K5JR0L00,PC,RFC,WIP
RC70K5JR0L07,PC,RFC,WIP
RC70K5JR0L08,PC,RFC,WIP
RC70K5JR0L0G,PC,RFC,WIP
RC70K5PB141,PC,RFC,WIP
RC70K5PB161,PC,RFC,WIP
RC70K5PB168,PC,RFC,WIP
RC70K5PB16G,PC,RFC,WIP
RC70K5PP200,PC,RFC,WIP
RC70K5PP300,PC,RFC,WIP
RC70K5PP400,PC,RFC,WIP
RC70K6JA0M00,PC,RFC,WIP
RC70K6PB141,PC,RFC,WIP
RC70K6PB161,PC,RFC,WIP
RC70OF4MV,PC,RFC,RM
RC70OF4V,PC,RFC,RM
RC70OF5MV,PC,RFC,RM
RC70OF5V,PC,RFC,RM
RC70OT4D,m,RFS,WIP
RC70OT4DSU,m,RFS,WIP
RC70OT4L,m,RFS,WIP
RC70OT4LSU,m,RFS,WIP
RC70OT4M,m,RFS,WIP
RC70OT4MSU,m,RFS,WIP
RC70OT5,m,RFS,WIP
RC70OT5D,m,RFS,WIP
RC70OT5DSU,m,RFS,WIP
RC70OT5L,m,RFS,WIP
RC70OT5LSU,m,RFS,WIP
RC70OT5M,m,RFS,WIP
RC70OT5MSU,m,RFS,WIP
RC70OT5SU,m,RFS,WIP
RC70OT6,m,RFS,WIP
RC70OT6D,m,RFS,WIP
RC70OT6DSU,m,RFS,WIP
RC70OT6L,m,RFS,WIP
RC70OT6LSU,m,RFS,WIP
RC70OT6M,m,RFS,WIP
RC70OT6MSU,m,RFS,WIP
RC70OT6SU,m,RFS,WIP
RC70P533,PC,RFS,WIP
RC70P535,PC,RFS,WIP
RC70P540,PC,RFS,WIP
RC70P570,PC,RFS,WIP
RC70P633,PC,RFS,WIP
RC70Q4JA0M00,PC,RFC,WIP
RC70Q5PB1R81,PC,RFC,WIP
RC70Q5ZD6M00,PC,RFC,WIP
RC70S5LS06P1,PC,RFC,WIP
RC70S5MS00K0,PC,RFC,WIP
RC70S5MS02K0,PC,RFC,WIP
RC70S5SS00K1,PC,RFC,WIP
RC70S5SS00K7,PC,RFC,WIP
RC70S5SS00K8,PC,RFC,WIP
RC70S5SS00KG,PC,RFC,WIP
RC70S5SS00P1,PC,RFC,WIP
RC70S5SS00P8,PC,RFC,WIP
RC70S5SS00PG,PC,RFC,WIP
RC70S5SS02K8,PC,RFC,WIP
RC70S5SS02KG,PC,RFC,WIP
RC70S5SS06K8,PC,RFC,WIP
RC70S5SS06KG,PC,RFC,WIP
RC70S5SS06P1,PC,RFC,WIP
RC70S5SS06P8,PC,RFC,WIP
RC70S5SS06PG,PC,RFC,WIP
RC70T5LS06P1,PC,RFC,WIP
RC70T5MS00K0,PC,RFC,WIP
RC70T5MS02K0,PC,RFC,WIP
RC70T5SS00K7,PC,RFC,WIP
RC70T5SS00K8,PC,RFC,WIP
RC70T5SS00KG,PC,RFC,WIP
RC70T5SS02K8,PC,RFC,WIP
RC70T5SS02KG,PC,RFC,WIP
RC70T5SS06K8,PC,RFC,WIP
RC70T5SS06KG,PC,RFC,WIP
RC70T5SS06P8,PC,RFC,WIP
RC70T5SS06PG,PC,RFC,WIP
RC70V40R0L61,PC,RFC,WIP
RC70V4JR0L00,PC,RFC,WIP
RC70W5DS00K7,PC,RFC,WIP
RC70W5DS00K8,PC,RFC,WIP
RC70X5DL,m,RFS,WIP
RC70X5DLSU,m,RFS,WIP
RC70X5DM,m,RFS,WIP
RC70X5DMSU,m,RFS,WIP
RC70X5DS,m,RFS,WIP
RC70X5DSSU,m,RFS,WIP
RC70X5SL,m,RFS,WIP
RC70X5SLNV,PC,RFC,RM
RC70X5SLSU,m,RFS,WIP
RC70X5SM,m,RFS,WIP
RC70X5SMSU,m,RFS,WIP
RC70X5SMV,PC,RFC,RM
RC70X5SS,m,RFS,WIP
RC70X5SSSU,m,RFS,WIP
RC70X5SSV,PC,RFC,RM
RC75GL4L,PC,RFS,WIP
RC75GL4LSU,PC,RFS,WIP
RC75GL4M,PC,RFS,WIP
RC75GL4MSU,PC,RFS,WIP
RC75GL4S,PC,RFS,WIP
RC75GL4SSU,PC,RFS,WIP
RC75GL5L,PC,RFS,WIP
RC75GL5LSU,PC,RFS,WIP
RC75GL5M,PC,RFS,WIP
RC75GL5MSU,PC,RFS,WIP
RC75GL5S,PC,RFS,WIP
RC75GL5SSU,PC,RFS,WIP
RC75GOT4L,PC,RFS,WIP
RC75GOT4M,PC,RFS,WIP
RC75GOT5,PC,RFS,WIP
RC75GOT5L,PC,RFS,WIP
RC75GOT5LSU,PC,RFS,WIP
RC75GOT5M,PC,RFS,WIP
RC75GOT5MSU,PC,RFS,WIP
RC75GOT5SU,PC,RFS,WIP
RC75GOT6,PC,RFS,WIP
RC75GOT6M,PC,RFS,WIP
RC75GOT6MSU,PC,RFS,WIP
RC75GOT6SU,PC,RFS,WIP
RC75OT4D,PC,RFS,WIP
RC75OT4DSU,PC,RFS,WIP
RC75OT4L,PC,RFS,WIP
RC75OT4LSU,PC,RFS,WIP
RC75OT4M,PC,RFS,WIP
RC75OT4MSU,PC,RFS,WIP
RC75OT5,PC,RFS,WIP
RC75OT5D,PC,RFS,WIP
RC75OT5DSU,PC,RFS,WIP
RC75OT5L,PC,RFS,WIP
RC75OT5LSU,PC,RFS,WIP
RC75OT5M,PC,RFS,WIP
RC75OT5MSU,PC,RFS,WIP
RC75OT5SU,PC,RFS,WIP
RC75OT6,PC,RFS,WIP
RC75OT6D,PC,RFS,WIP
RC75OT6DSU,PC,RFS,WIP
RC75OT6L,PC,RFS,WIP
RC75OT6LSU,PC,RFS,WIP
RC75OT6M,PC,RFS,WIP
RC75OT6MSU,PC,RFS,WIP
RC75OT6SU,PC,RFS,WIP
RC75X5DL,PC,RFS,WIP
RC75X5DLSU,PC,RFS,WIP
RC75X5DM,PC,RFS,WIP
RC75X5DMSU,PC,RFS,WIP
RC75X5DS,PC,RFS,WIP
RC75X5DSSU,PC,RFS,WIP
RC75X5SL,PC,RFS,WIP
RC75X5SLSU,PC,RFS,WIP
RC75X5SM,PC,RFS,WIP
RC75X5SMSU,PC,RFS,WIP
RC75X5SS,PC,RFS,WIP
RC75X5SSSU,PC,RFS,WIP
RC80GOT4L,PC,RFS,WIP
RC80GOT4M,PC,RFS,WIP
RC80GOT5,PC,RFS,WIP
RC80GOT5L,PC,RFS,WIP
RC80GOT5LSU,PC,RFS,WIP
RC80GOT5M,PC,RFS,WIP
RC80GOT5MSU,PC,RFS,WIP
RC80GOT5SU,PC,RFS,WIP
RC80GOT6,PC,RFS,WIP
RC80GOT6M,PC,RFS,WIP
RC80GOT6MSU,PC,RFS,WIP
RC80GOT6SU,PC,RFS,WIP
RC80H40R0L,PC,RFC,WIP
RC80H40R0LA,PC,RFC,WIP
RC80H40R0LC,PC,RFC,WIP
RC80H40R0LCA,PC,RFC,WIP
RC80H40R0LK,PC,RFC,WIP
RC80H40R0LV,PC,RFC,WIP
RC80H4JA0L,PC,RFC,WIP
RC80H4JA0LK,PC,RFC,WIP
RC80H4JA0M,PC,RFC,WIP
RC80H4JA0MA,PC,RFC,WIP
RC80H4JA0MCA,PC,RFC,WIP
RC80H4JA0MK,PC,RFC,WIP
RC80H4JR0L,PC,RFC,WIP
RC80H4JR0LA,PC,RFC,WIP
RC80H4JR0LCA,PC,RFC,WIP
RC80H4JR0LK,PC,RFC,WIP
RC80H4JR0LKA,PC,RFC,WIP
RC80H4JR0LV,PC,RFC,WIP
RC80H5JA0L,PC,RFC,WIP
RC80H5JA0LK,PC,RFC,WIP
RC80H5JA0M,PC,RFC,WIP
RC80H5JA0MA,PC,RFC,WIP
RC80H5JA0MCA,PC,RFC,WIP
RC80H5JA0MK,PC,RFC,WIP
RC80H5JA0R,PC,RFC,WIP
RC80H5JR0L,PC,RFC,WIP
RC80H5JR0LA,PC,RFC,WIP
RC80H5JR0LCA,PC,RFC,WIP
RC80H5JR0LK,PC,RFC,WIP
RC80H5PB1R,PC,RFC,WIP
RC80H5PB1RK,PC,RFC,WIP
RC80H5PP2R,PC,RFC,WIP
RC80H5PP2RK,PC,RFC,WIP
RC80H5PP3R,PC,RFC,WIP
RC80H5PP3RK,PC,RFC,WIP
RC80H5PP4R,PC,RFC,WIP
RC80H5PP4RK,PC,RFC,WIP
RC80H6JA0M,PC,RFC,WIP
RC80H6JA0MA,PC,RFC,WIP
RC80H6JA0MB,PC,RFC,WIP
RC80H6JA0MK,PC,RFC,WIP
RC80H6PB1R,PC,RFC,WIP
RC80H6PB1RC,PC,RFC,WIP
RC80H6PB1RK,PC,RFC,WIP
RC80OT4D,PC,RFS,WIP
RC80OT4DSU,PC,RFS,WIP
RC80OT4L,PC,RFS,WIP
RC80OT4LSU,PC,RFS,WIP
RC80OT4M,PC,RFS,WIP
RC80OT4MSU,PC,RFS,WIP
RC80OT5,PC,RFS,WIP
RC80OT5D,PC,RFS,WIP
RC80OT5DSU,PC,RFS,WIP
RC80OT5L,PC,RFS,WIP
RC80OT5LSU,PC,RFS,WIP
RC80OT5M,PC,RFS,WIP
RC80OT5MSU,PC,RFS,WIP
RC80OT5SU,PC,RFS,WIP
RC80OT6,PC,RFS,WIP
RC80OT6D,PC,RFS,WIP
RC80OT6DSU,PC,RFS,WIP
RC80OT6L,PC,RFS,WIP
RC80OT6LSU,PC,RFS,WIP
RC80OT6M,PC,RFS,WIP
RC80OT6MSU,PC,RFS,WIP
RC80OT6SU,PC,RFS,WIP
RC80Q4JA0M,PC,RFC,WIP
RC80Q5PB1R,PC,RFC,WIP
RC80Q5ZD6M,PC,RFC,WIP
RC80X5DL,PC,RFS,WIP
RC80X5DLSU,PC,RFS,WIP
RC80X5DM,PC,RFS,WIP
RC80X5DMSU,PC,RFS,WIP
RC80X5DS,PC,RFS,WIP
RC80X5DSSU,PC,RFS,WIP
RC80X5SL,PC,RFS,WIP
RC80X5SLSU,PC,RFS,WIP
RC80X5SM,PC,RFS,WIP
RC80X5SMSU,PC,RFS,WIP
RC80X5SS,PC,RFS,WIP
RC80X5SSSU,PC,RFS,WIP
RC85GL4L,PC,RFS,WIP
RC85GL4M,PC,RFS,WIP
RC85GL4S,PC,RFS,WIP
RC85GL5L,PC,RFS,WIP
RC85GL5M,PC,RFS,WIP
RC85GL5S,PC,RFS,WIP
RC85GT4L,PC,RFS,WIP
RC85GT4LL,PC,RFC,WIP
RC85GT4M,PC,RFS,WIP
RC85GT5,PC,RFS,WIP
RC85GT5L,PC,RFS,WIP
RC85GT5M,PC,RFS,WIP
RC85GT6,PC,RFS,WIP
RC85GT6M,PC,RFS,WIP
RC85OT4D,PC,RFS,WIP
RC85OT4L,PC,RFS,WIP
RC85OT4M,PC,RFS,WIP
RC85OT6,PC,RFS,WIP
RC85OT6D,PC,RFS,WIP
RC85OT6L,PC,RFS,WIP
RC85OT6M,PC,RFS,WIP
RC85QF4M,PC,RFC,WIP
RC85QF5,PC,RFC,WIP
RC85QF5M,PC,RFC,WIP
RC85UT4LL,PC,RFC,WIP
RC85UT4M,PC,RFC,WIP
RC85UT5,PC,RFS,WIP
RC85UT5D,PC,RFS,WIP
RC85UT5L,PC,RFS,WIP
RC85UT5M,PC,RFS,WIP
RC85UT6,PC,RFC,WIP
RC85UT6M,PC,RFC,WIP
RC85X5DS,PC,RFS,WIP
RC85X5SLN,PC,RFC,WIP
RC85X5SM,PC,RFC,WIP
RC85X5SS,PC,RFC,WIP
RC90X5DL,PC,RFS,WIP
RC90X5DM,PC,RFS,WIP
RC90X5DS,PC,RFS,WIP
RC90X5SL,PC,RFS,WIP
RC90X5SM,PC,RFS,WIP
RC90X5SS,PC,RFS,WIP
RC93X098V,PC,RFC,RM
RC93X102V,PC,RFC,RM
RC93X107V,PC,RFC,RM
RC93X110V,PC,RFC,RM
RC93X120V,PC,RFC,RM
RC93X533V,PC,RFC,RM
RC93X535V,PC,RFC,RM
